Reading xml/1998statistics.xml... done.
RESULT time=0.14 job=tt-classic file=xml/nasa.xml

Reading xml/NCBI_gene.chr1.xml... done.
RESULT time=0.31 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.30 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.31 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.31 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.31 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.31 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.30 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.31 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.33 job=tt-classic file=xml/NCBI_gene.chr1.xml
RESULT time=0.31 job=tt-classic file=xml/NCBI_gene.chr1.xml

Reading xml/proteins.xml... done.
RESULT time=6.75 job=tt-classic file=xml/proteins.xml
RESULT time=6.75 job=tt-classic file=xml/proteins.xml
RESULT time=6.73 job=tt-classic file=xml/proteins.xml
RESULT time=6.73 job=tt-classic file=xml/proteins.xml
RESULT time=6.76 job=tt-classic file=xml/proteins.xml
RESULT time=6.73 job=tt-classic file=xml/proteins.xml
RESULT time=6.75 job=tt-classic file=xml/proteins.xml
RESULT time=6.73 job=tt-classic file=xml/proteins.xml
RESULT time=6.77 job=tt-classic file=xml/proteins.xml
RESULT time=6.74 job=tt-classic file=xml/proteins.xml

Reading xml/SwissProt.xml... done.
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.14 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.09 job=tt-classic file=xml/SwissProt.xml
RESULT time=1.10 job=tt-classic file=xml/SwissProt.xml

Reading xml/treebank_e.xml... done.
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.29 job=tt-classic file=xml/treebank_e.xml
RESULT time=1.30 job=tt-classic file=xml/treebank_e.xml

Reading xml/uwm.xml... done.
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml
RESULT time=0.01 job=tt-classic file=xml/uwm.xml

Reading xml/wiki.xml... done.
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.76 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml
RESULT time=0.75 job=tt-classic file=xml/wiki.xml

